GEOID,NAME,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
31109,Lancaster,0.9840264309581084,0.9840331848015571,0.9840564139108353,0.9841088685839414,0.984079299158489,0.9840618999398536,0.9840801015848856,0.9840894158645322,0.984092670041949,0.9840361889274281,0.9840471282896252,0.9840072458800961,0.9840459375012112,0.98410525580825,0.9840974623086918,0.9840671983231603,0.98402448567706
46099,Minnehaha,0.9840695514631108,0.9840898790527718,0.9840872995324461,0.9841044581125483,0.9840951118163809,0.984098581899949,0.9840853471196425,0.9841093520535883,0.9841113122890278,0.9840839826206935,0.9840623357750415,0.9840302238493817,0.9840734049962265,0.9841140219916176,0.9840949228532243,0.9840759352949257,0.9840818228674976
39003,Allen,0.9840612596592349,0.9840685025837196,0.9840751250368702,0.9840971897240897,0.9840494039885279,0.984065668405372,0.9840811019644147,0.9840615998733084,0.9841067880120862,0.9840653669472131,0.9840953402327604,0.9840758361816004,0.9840982826743782,0.9841007115361554,0.9840683169192136,0.9840791989540748,0.9840147416114111
42007,Beaver,0.9840975079333295,0.984071923130351,0.9840935138565234,0.9840937477937727,0.9840418073516443,0.9840674719571572,0.9840907208445013,0.9840689407227278,0.9840958477367104,0.9840488453067017,0.9840798715989942,0.9840735072218564,0.9840897505354722,0.9840828502409014,0.9840584442528696,0.9840727984957793,0.984059471980188
37037,Chatham,0.9840787965183793,0.9840226260804784,0.9840421194783416,0.9840799680537807,0.9839882479126553,0.9840223260111021,0.984045161307329,0.9840552822613304,0.9840694401936129,0.9840533616131019,0.9840617751251619,0.9840585159180614,0.9840692246879983,0.9840309537910984,0.9839768651049553,0.9840665353185463,0.9840505187424917
39085,Lake,0.9841059512454883,0.9840914890487792,0.9841132686826108,0.9841083817051293,0.9840965428681044,0.9840915835391622,0.9841011705780284,0.9840858788304823,0.9841133316668261,0.9840807129946941,0.9840915047528258,0.9840875147493098,0.9840977707426899,0.9841042238899479,0.9840707194079324,0.9840868046157962,0.9841005444476949
51775,Salem,0.9841047569961927,0.9840712220711235,0.984095540028197,0.9840872513081278,0.9840494874540923,0.9840806618991786,0.984081768412325,0.9840949711743204,0.9840888957624842,0.9840943455655985,0.9840887212816108,0.984098177163199,0.9840905687471827,0.9840910122505997,0.9840576150119054,0.9841047357253495,0.9840701300695851
51121,Montgomery,0.9840923068591618,0.9840691150889395,0.9840818857944753,0.9840772163582632,0.9840321303443703,0.9840638591414997,0.9840626993870132,0.9840835706005453,0.9840830501367125,0.9840808751593061,0.9840808398280543,0.9840884717550877,0.9840850287653873,0.9840812875657714,0.9840343923089754,0.9840968015272213,0.984058965398723
47065,Hamilton,0.9840511586343388,0.9840839688596712,0.9840547126843386,0.9840887533883061,0.9840323624088144,0.9840509129313078,0.9840382218520365,0.9840870009418999,0.984066482167083,0.9840701377027303,0.9840807067065674,0.984071264341835,0.9840697010723385,0.9840694246180641,0.984014150538925,0.9840676175429919,0.9840599086400058
51735,Poquoson,0.9840933188905917,0.984079201973864,0.9840942282221883,0.9841030514425053,0.9840808441242326,0.984068297222975,0.9840982305162587,0.9840975507347628,0.984095998706503,0.9840986133476077,0.9840992866351309,0.9841075558927204,0.9840874818599072,0.984088137400359,0.9840793171226925,0.9840954526061326,0.9840779121569521
51095,James City,0.9840842514771853,0.9840745025291315,0.9840902323089522,0.9841059971308629,0.9840563644738652,0.9840315265930144,0.9840953808521787,0.9840956658624483,0.9840961903849571,0.9840912257224971,0.9840989281756118,0.9841052329204153,0.9840733813136375,0.9840828302495117,0.9840547336251345,0.9840924195128534,0.9840646097411403
22019,Calcasieu,0.9839289367764016,0.9839909291024522,0.983901125671752,0.9838989194301616,0.9838127211145837,0.9838452113501012,0.9839856047273862,0.9839331715986942,0.9838286325086697,0.9839248069775014,0.9839984177881225,0.9839548093331724,0.983997692452357,0.983865059087558,0.9840134310571977,0.9839664738916183,0.9840081504921949
22105,Tangipahoa,0.9839375509451055,0.9839977121167965,0.9838399676216105,0.983900333405514,0.9837550130337007,0.9838045813512198,0.9839348107995924,0.9840022570946639,0.9839043583809398,0.9839312445639018,0.9840181987362464,0.9839303395331327,0.9839042590433341,0.9839137111544235,0.9839875332685768,0.9839816271979062,0.9840044179935732
51179,Stafford,0.984097034860035,0.9840458753380332,0.9840841464066326,0.9840965567981445,0.9840539756321043,0.9840741260950355,0.9840907228854567,0.9840873146559815,0.9841050428024586,0.9840796654273393,0.9840906018773344,0.9841067356787297,0.9840992918776174,0.9840901230079132,0.9840669947522087,0.9840948916717317,0.9840442948499775
48361,Orange,0.9840646479058582,0.9840901299259236,0.9840576447029331,0.984058993164821,0.9840482832954325,0.9840378208500661,0.9840934085475548,0.9840670802008036,0.9840486322622602,0.9840796713727464,0.9840921771149658,0.9840633598925537,0.9840956212037075,0.984037146905318,0.9840933494699743,0.9840738009688895,0.9840966901112342
25015,Hampshire,0.9840847298953963,0.983994029790056,0.9840641153419788,0.9840496464721687,0.9840294902960895,0.984017991441029,0.9840108289817561,0.9839617159517285,0.9840218304008517,0.9839610989332761,0.9839400076539682,0.9840540988865969,0.9840210698007821,0.9840508192134397,0.9839751431702423,0.9840259572610138,0.9840380331284739
37001,Alamance,0.9840800812818518,0.9840566441987637,0.9840549961636783,0.9840836847536656,0.9840032064880146,0.9840443883790926,0.9840611312869593,0.9840649259831817,0.9840812366447913,0.984079905450155,0.9840783175653758,0.9840706157445549,0.9840875410443252,0.9840641838354094,0.9839897603633393,0.9840856554671168,0.9840369710081516
